"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","Washington!!Estimate","Washington!!Margin of Error"
"Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","81,604","±128","99,389","±1,322"
